Version;Date_of_report;Date_measurement;RWZI_AWZI_code;RWZI_AWZI_name;RNA_flow_per_100000
2;2022-03-02;2021-03-29;7019;Zutphen;4921434822455
2;2022-03-02;2021-03-30;11005;Amstelveen;14311231401670
2;2022-03-02;2021-03-29;9016;Arnhem;11003907731001
2;2022-03-02;2021-03-29;25026;Baarle-Nassau;18013592282295
2;2022-03-02;2021-03-30;1046;Bellingwolde;9881179779099
2;2022-03-02;2021-03-29;9017;Bergharen;10983871254692
2;2022-03-02;2021-03-29;25019;Chaam;16279330278820
2;2022-03-02;2021-03-29;10003;De Bilt;21031482798914
2;2022-03-02;2021-03-29;15007;De Groote Lucht;30172704833384
2;2022-03-02;2021-03-30;12023;Den Helder;30622672608730
2;2022-03-02;2021-03-29;25023;Dongemond;19394537454632
2;2022-03-02;2021-03-29;9027;Druten;11362510672773
2;2022-03-02;2021-03-30;8021;Ede;19124986486660
2;2022-03-02;2021-03-30;12012;Everstekoog;1930321533022
2;2022-03-02;2021-03-30;12013;Geestmerambacht;14733052654855
2;2022-03-02;2021-03-29;17048;Goedereede;16277588218185
2;2022-03-02;2021-03-29;9010;Groesbeek;17211052629753
2;2022-03-02;2021-03-30;12001;Heiloo;23545123355247
2;2022-03-02;2021-03-29;17070;Hoogvliet;38176503826631
2;2022-03-02;2021-03-29;10036;Houten;11787480265305
2;2022-03-02;2021-03-29;13033;Leiden Zuid-West;11452926692044
2;2022-03-02;2021-03-29;13030;Leimuiden;25183888601001
2;2022-03-02;2021-03-30;10037;Loenen;6960828312188
2;2022-03-02;2021-03-29;9030;Maasbommel;8603193563727
2;2022-03-02;2021-03-29;17055;Middelharnis;11085958812193
2;2022-03-02;2021-03-29;9042;Millingen Aan De Rijn;3680521434258
2;2022-03-02;2021-03-29;13038;Nieuwveen;22221493539020
2;2022-03-02;2021-03-29;29002;Oijen;19033261510473
2;2022-03-02;2021-03-30;1027;Oude Pekela;62057357349189
2;2022-03-02;2021-03-29;25013;Riel;7249000940981
2;2022-03-02;2021-03-29;5017;Hengelo;15074119298817
2;2022-03-02;2021-03-26;10021;Veenendaal;51042183762857
2;2022-03-02;2021-03-29;8022;Apeldoorn;29589025259913
2;2022-03-02;2021-03-29;8009;Elburg;17440037658619
2;2022-03-02;2021-03-29;8017;Epe;61638243689826
2;2022-03-02;2021-03-29;8016;Heerde;17326224945838
2;2022-03-02;2021-03-30;12006;Alkmaar;21729734186278
2;2022-03-02;2021-03-30;10027;Amersfoort;25300129577300
2;2022-03-02;2021-03-30;3010;Assen;19746433075248
2;2022-03-02;2021-03-30;8019;Bennekom;12258590090860
2;2022-03-02;2021-03-30;3032;Dieverbrug;15700098911653
2;2022-03-02;2021-03-30;33001;Foxhol;32167356197046
2;2022-03-02;2021-03-30;4005;Genemuiden;34487203034949
2;2022-03-02;2021-03-30;3031;Gieten;12613555650543
2;2022-03-02;2021-03-29;17041;Hellevoetsluis;40451825310737
2;2022-03-02;2021-03-29;25020;Kaatsheuvel;53361922908587
2;2022-03-02;2021-03-29;10028;Nieuwegein;47390101140299
2;2022-03-02;2021-03-30;8005;Nijkerk;16389384460247
2;2022-03-02;2021-03-29;17056;Oude Tonge;12266829258562
2;2022-03-02;2021-03-30;8024;Renkum;19349050655492
2;2022-03-02;2021-03-29;25001;Rijen;32504806577980
2;2022-03-02;2021-03-30;1039;Scheemda;20020437961441
2;2022-03-02;2021-03-30;3027;Smilde;10491370629585
2;2022-03-02;2021-03-30;10010;Soest;28902445828790
2;2022-03-02;2021-03-30;12019;Stolpen;22113305298226
2;2022-03-02;2021-03-30;11006;Uithoorn;50666241296971
2;2022-03-02;2021-03-30;1026;Hoogezand;4814394566941
2;2022-03-02;2021-03-30;1038;Scheve Klap;13201185434964
2;2022-03-02;2021-03-30;1010;Ter Apel;23379391183719
2;2022-03-02;2021-03-30;3023;Tweede Exloermond;6364696800050
2;2022-03-02;2021-03-30;10021;Veenendaal;21377945777009
2;2022-03-02;2021-03-29;17029;Vianen;18865479566584
2;2022-03-02;2021-03-30;1040;Vriescheloo;6076724201290
2;2022-03-02;2021-03-29;25003;Waalwijk;30549588183586
2;2022-03-02;2021-03-30;21001;Walcheren;9285141017060
2;2022-03-02;2021-03-29;25014;Waspik;3587378991840
2;2022-03-02;2021-03-30;12021;Wervershoof;20968636821671
2;2022-03-02;2021-03-30;12018;Wieringen;25802966511548
2;2022-03-02;2021-03-30;12025;Wieringermeer;12495852393651
2;2022-03-02;2021-03-30;10020;Woudenberg;3269902006808
2;2022-03-02;2021-03-30;13049;Alphen Kerk En Zanen;11944967642663
2;2022-03-02;2021-03-30;13035;Alphen Noord;21741076126407
2;2022-03-02;2021-03-30;17004;Ammerstol;8236589750504
2;2022-03-02;2021-03-30;9013;Asperen;8409994976252
2;2022-03-02;2021-03-30;17079;Barendrecht;17232091577217
2;2022-03-02;2021-03-30;25021;Bath;13091142933222
2;2022-03-02;2021-03-30;17002;Bergambacht;23036980410372
2;2022-03-02;2021-03-30;17068;Berkenwoude;16974420880774
2;2022-03-02;2021-03-30;27011;Biest-Houtakker;9499964075138
2;2022-03-02;2021-03-30;27004;Boxtel;17269844168242
2;2022-03-02;2021-03-30;10031;Breukelen;5778519724077
2;2022-03-02;2021-03-30;9019;Culemborg;17773724940596
2;2022-03-02;2021-03-30;10008;Driebergen;10697657996309
2;2022-03-02;2021-03-30;27003;Eindhoven;20935010369382
2;2022-03-02;2021-03-30;9012;Geldermalsen;9512081101729
2;2022-03-02;2021-03-30;9037;Gorinchem;5499782072092
2;2022-03-02;2021-03-30;13039;Gouda;20996279973693
2;2022-03-02;2021-03-30;16011;Groenedijk;38730360770159
2;2022-03-02;2021-03-30;27009;Haaren;11469709323925
2;2022-03-02;2021-03-30;17026;Hardinxveld-Giessendam;9452538317746
2;2022-03-02;2021-03-30;17063;Leerdam;11808941981670
2;2022-03-02;2021-03-30;13023;Noordwijk;19136876171993
2;2022-03-02;2021-03-30;17016;Alblasserdam;14295231238010
2;2022-03-02;2021-03-30;4017;Vollenhove;16953065794563
2;2022-03-02;2021-03-29;8026;Hattem;11426699111323
2;2022-03-02;2021-03-28;5023;Nijverdal;25405682770392
2;2022-03-02;2021-03-29;2024;Sloten;542672296044
2;2022-03-02;2021-03-26;6003;Dronten;7600228371389
2;2022-03-02;2021-03-31;4018;Heino;10985024109188
2;2022-03-02;2021-03-31;4030;Hessenpoort;12933983265553
2;2022-03-02;2021-03-31;7002;Aalten;8977148805299
2;2022-03-02;2021-03-30;9031;Beesd;37569265026474
2;2022-03-02;2021-03-30;13042;Bodegraven;20936200586858
2;2022-03-02;2021-03-30;10025;Bunnik;10954919095573
2;2022-03-02;2021-03-31;4025;Dalfsen;31065236474997
2;2022-03-02;2021-03-30;17053;De Groote Zaag;24520319065789
2;2022-03-02;2021-03-31;7018;Dinxperlo;64038071824944
2;2022-03-02;2021-03-31;3030;Eelde;10660149436305
2;2022-03-02;2021-03-31;7022;Etten;30467637926921
2;2022-03-02;2021-03-30;17065;Groot-Ammers;38445000276016
2;2022-03-02;2021-03-30;13010;Haarlem Waarderpolder;18959167610672
2;2022-03-02;2021-03-31;30016;Heugem;40156144246878
2;2022-03-02;2021-03-31;4022;Holten;8619104343649
2;2022-03-02;2021-03-30;16009;Kortenoord;40463072982557
2;2022-03-02;2021-03-30;16010;Kralingseveer;52870528015397
2;2022-03-02;2021-03-31;7015;Lichtenvoorde;16672176082479
2;2022-03-02;2021-03-30;10038;Lopik;37575757725327
2;2022-03-02;2021-03-31;7020;Nieuwgraaf;9993790669991
2;2022-03-02;2021-03-30;25017;Nieuwveer;24499016598913
2;2022-03-02;2021-03-30;17066;Numansdorp;19527567194537
2;2022-03-02;2021-03-31;7021;Olburgen;12310921283536
2;2022-03-02;2021-03-31;4006;Olst;10476990698224
2;2022-03-02;2021-03-30;17045;Oud-Beijerland;53794201827999
2;2022-03-02;2021-03-30;10032;Oudewater;32165554955435
2;2022-03-02;2021-03-30;17013;Papendrecht;30052300167850
2;2022-03-02;2021-03-30;17054;Piershil;32223655696556
2;2022-03-02;2021-03-30;17057;Rozenburg;31224132662588
2;2022-03-02;2021-03-30;27010;Sint-Oedenrode;30238747519225
2;2022-03-02;2021-03-31;11014;Amsterdam West;27986615160200
2;2022-03-02;2021-03-31;11008;Blaricum;23648071213544
2;2022-03-02;2021-03-31;30007;Bosscherveld;14230931685507
2;2022-03-02;2021-03-31;22013;Breskens;15251392082504
2;2022-03-02;2021-03-31;20010;Camperlandpolder;6177281735412
2;2022-03-02;2021-03-31;18009;De Verseput;9460778490021
2;2022-03-02;2021-03-31;1034;Feerwerd;3811536796096
2;2022-03-02;2021-03-31;1031;Gaarkeuken;9205324748124
2;2022-03-02;2021-03-31;1033;Garmerwolde;10125404255384
2;2022-03-02;2021-03-31;30025;Gennep;11506611593637
2;2022-03-02;2021-03-31;11004;Hilversum;21575584086678
2;2022-03-02;2021-03-31;11013;Horstermeer;9606238221614
2;2022-03-02;2021-03-31;11012;Huizen;13030649790602
2;2022-03-02;2021-03-31;24001;Hulst;6983310503939
2;2022-03-02;2021-03-31;24002;Kloosterzande;7411086250918
2;2022-03-02;2021-03-31;30003;Limmel;23430452948298
2;2022-03-02;2021-03-31;18007;Mastgat;5287432662530
2;2022-03-02;2021-03-31;30018;Meijel;49835095393791
2;2022-03-02;2021-03-31;1028;Onderdendam;4708617369898
2;2022-03-02;2021-03-31;22012;Oostburg;4809682438077
2;2022-03-02;2021-03-31;22008;Retranchement;7830056700327
2;2022-03-02;2021-03-31;7014;Ruurlo;3881034457113
2;2022-03-02;2021-03-31;19001;Sint Maartensdijk;14943065747502
2;2022-03-02;2021-03-30;26005;Sleeuwijk;20453588533260
2;2022-03-02;2021-03-30;17052;Sliedrecht;17307206663279
2;2022-03-02;2021-03-30;27006;Soerendonk;6646304881707
2;2022-03-02;2021-03-30;17043;Strijen;2788075567466
2;2022-03-02;2021-03-31;23002;Terneuzen;8246745827923
2;2022-03-02;2021-03-31;19003;Tholen;36102137127049
2;2022-03-02;2021-03-30;32002;Tilburg;14469117524964
2;2022-03-02;2021-03-25;17002;Bergambacht;82518660562302
2;2022-03-02;2021-03-23;5004;Vriezenveen;1909781082377
2;2022-03-02;2021-03-25;25003;Waalwijk;41203050286953
2;2022-03-02;2021-03-25;2019;Kootstertille;16268639700496
2;2022-03-02;2021-03-27;17076;Schelluinen;29213658516240
2;2022-03-02;2021-03-27;10009;Utrecht;30114660661706
2;2022-03-02;2021-03-28;9025;Tiel;23708293375900
2;2022-03-02;2021-03-31;30021;Stein;18530338216750
2;2022-03-02;2021-03-30;9025;Tiel;14404400074891
2;2022-03-02;2021-03-31;1011;Uithuizermeeden;15813713536098
2;2022-03-02;2021-03-31;1024;Ulrum;2537352360680
2;2022-03-02;2021-03-31;7017;Varsseveld;5485678596297
2;2022-03-02;2021-03-31;30017;Venlo;25194790563953
2;2022-03-02;2021-03-31;20009;Waarde;34433052199257
2;2022-03-02;2021-03-30;13048;Waddinxveen-Randenburg;33891255419455
2;2022-03-02;2021-03-31;30005;Weert;18015622072601
2;2022-03-02;2021-03-31;11010;Weesp;22936010853416
2;2022-03-02;2021-03-31;7006;Wehl;4159731372791
2;2022-03-02;2021-03-31;18006;Westerschouwen;8162824157566
2;2022-03-02;2021-03-31;31005;Westpoort;16670624718604
2;2022-03-02;2021-03-31;1030;Winsum;11430439913899
2;2022-03-02;2021-03-31;7016;Winterswijk;8064553861424
2;2022-03-02;2021-03-31;1025;Zuidhorn;2039025161094
2;2022-03-02;2021-03-31;7019;Zutphen;9502266739554
2;2022-03-02;2021-03-31;25026;Baarle-Nassau;16342471570455
2;2022-03-02;2021-03-31;15007;De Groote Lucht;34473616025601
2;2022-03-02;2021-03-31;17044;Dordrecht;29644778342801
2;2022-03-02;2021-03-31;17067;Haastrecht;6609426278085
2;2022-03-02;2021-03-31;17070;Hoogvliet;34423896904543
2;2022-03-02;2021-03-31;25020;Kaatsheuvel;15308113600453
2;2022-03-02;2021-03-31;29003;Land Van Cuijk;12973684563739
2;2022-03-02;2021-03-31;10028;Nieuwegein;20204998487411
2;2022-03-02;2021-03-31;29002;Oijen;21885269138981
2;2022-03-02;2021-03-31;17011;Ridderkerk;23703714831090
2;2022-03-02;2021-03-31;25013;Riel;13691872898133
2;2022-03-02;2021-03-31;9016;Arnhem;14250653775988
2;2022-03-02;2021-04-01;12014;Beemster;16642184326589
2;2022-03-02;2021-03-31;25019;Chaam;11195300224672
2;2022-03-02;2021-03-31;10003;De Bilt;17854268961411
2;2022-03-02;2021-04-01;15008;Harnaschpolder;16928029413925
2;2022-03-02;2021-04-01;15005;Houtrust;41270156195043
2;2022-03-02;2021-04-01;12016;Katwoude;40486151902726
2;2022-03-02;2021-03-31;14003;Leidsche Rijn;22114940617987
2;2022-03-02;2021-03-31;15004;Nieuwe Waterweg;47605558823980
2;2022-03-02;2021-03-31;25016;Nieuw-Vossemeer;18115527966782
2;2022-03-02;2021-04-01;12026;Oosthuizen;4585267053364
2;2022-03-02;2021-03-31;25001;Rijen;24267368832064
2;2022-03-02;2021-04-01;11006;Uithoorn;23776176246483
2;2022-03-02;2021-04-01;12024;Ursem;10727948108213
2;2022-03-02;2021-03-31;10009;Utrecht;36316123222834
2;2022-03-02;2021-03-31;13003;Velsen;22368987292321
2;2022-03-02;2021-03-31;17029;Vianen;25104359248982
2;2022-03-02;2021-03-31;25003;Waalwijk;39867078074280
2;2022-03-02;2021-03-31;25014;Waspik;14770755996121
2;2022-03-02;2021-04-01;12010;Zaandam-Oost;29457053132304
2;2022-03-02;2021-03-31;17078;Zwijndrecht;40025004987345
2;2022-03-02;2021-03-30;10035;Rhenen;25701497306548
2;2022-03-02;2021-03-30;25028;Dinteloord;24497038980123
2;2022-03-02;2021-03-30;17062;Heenvliet;37197819903805
2;2022-03-02;2021-03-31;10001;Zeist;15310208454490
2;2022-03-02;2021-03-31;9032;Zetten;7628354791336
2;2022-03-02;2021-03-31;13044;Zwaanshoek;29916532763352
2;2022-03-02;2021-03-31;13005;Zwanenburg;39449345795729
2;2022-03-02;2021-03-30;17075;Ooltgensplaat;23147106670714
2;2022-03-02;2021-03-30;13012;Haarlem Schalkwijk;35415569606251
2;2022-03-02;2021-03-30;25027;Lage Zwaluwe;12965014495217
2;2022-03-02;2021-03-29;9024;Nijmegen;21384689522484
2;2022-03-02;2021-03-30;10024;Montfoort;5838348201992
2;2022-03-02;2021-03-31;10036;Houten;15958399244329
2;2022-03-02;2021-03-31;9024;Nijmegen;18600965328948
2;2022-03-02;2021-04-01;13023;Noordwijk;17114841379139
2;2022-03-02;2021-04-01;9010;Groesbeek;15307232469432
2;2022-03-02;2021-04-01;17040;Oostvoorne;18630081351421
2;2022-03-02;2021-04-01;17056;Oude Tonge;11523911271738
2;2022-03-02;2021-04-01;10032;Oudewater;9332339176407
2;2022-03-02;2021-04-01;17013;Papendrecht;45909199844278
2;2022-03-02;2021-04-01;17054;Piershil;40055971542809
2;2022-03-02;2021-04-01;30013;Rimburg;7466500307643
2;2022-03-02;2021-04-01;1039;Scheemda;17191221660279
2;2022-03-02;2021-04-01;30011;Simpelveld;1525648418512
2;2022-03-02;2021-04-01;27010;Sint-Oedenrode;14788770983491
2;2022-03-02;2021-04-01;26005;Sleeuwijk;30600919854951
2;2022-03-02;2021-04-01;1010;Ter Apel;19253730853561
2;2022-03-02;2021-04-01;1040;Vriescheloo;21531768356690
2;2022-03-02;2021-04-01;30019;Wijlre;13480875774141
2;2022-03-02;2021-04-01;25029;Willemstad;35738301733334
2;2022-03-02;2021-04-01;14002;Woerden;270141361362832
2;2022-03-02;2021-04-01;2030;Workum;22792696460095
2;2022-03-02;2021-04-01;25026;Baarle-Nassau;13337411755854
2;2022-03-02;2021-04-01;25021;Bath;11305965223892
2;2022-03-02;2021-04-01;25019;Chaam;10862730089231
2;2022-03-02;2021-04-01;6005;Almere;23790901701803
2;2022-03-02;2021-04-01;10027;Amersfoort;31261250543934
2;2022-03-02;2021-04-01;8022;Apeldoorn;27198290582121
2;2022-03-02;2021-04-01;17079;Barendrecht;41098264015728
2;2022-03-02;2021-04-01;8019;Bennekom;8640508029515
2;2022-03-02;2021-04-01;27011;Biest-Houtakker;9184134153793
2;2022-03-02;2021-04-01;13042;Bodegraven;38793520112047
2;2022-03-02;2021-04-01;8023;Brummen;27704574723659
2;2022-03-02;2021-04-01;17074;Den Bommel;4225857474805
2;2022-03-02;2021-04-01;9039;Dreumel;11937759988596
2;2022-03-02;2021-04-01;6003;Dronten;25102627435890
2;2022-03-02;2021-04-01;9027;Druten;10997940206201
2;2022-03-02;2021-04-01;8021;Ede;23807425627473
2;2022-03-02;2021-04-01;8009;Elburg;27802929942021
2;2022-03-02;2021-04-01;8017;Epe;42769395925224
2;2022-03-02;2021-04-01;9012;Geldermalsen;37151064347644
2;2022-03-02;2021-04-01;17048;Goedereede;20328052061424
2;2022-03-02;2021-04-01;13039;Gouda;47237009770962
2;2022-03-02;2021-04-01;25025;Halsteren;26889579232576
2;2022-03-02;2021-04-01;27005;Hapert;38269164026782
2;2022-03-02;2021-04-01;8011;Harderwijk;25216226798924
2;2022-03-02;2021-04-01;8026;Hattem;9139039539548
2;2022-03-02;2021-04-01;8016;Heerde;51141303217999
2;2022-03-02;2021-04-01;16010;Kralingseveer;50638631728830
2;2022-03-02;2021-04-01;25027;Lage Zwaluwe;9994600121651
2;2022-03-02;2021-04-01;17063;Leerdam;36155752707334
2;2022-03-02;2021-04-01;13033;Leiden Zuid-West;18851112837060
2;2022-03-02;2021-04-01;6004;Lelystad;34998379475599
2;2022-03-02;2021-04-01;2025;Akkrum;16427654299544
2;2022-03-02;2021-04-01;17016;Alblasserdam;25999041702839
2;2022-03-02;2021-04-01;2020;Ameland;16168202127748
2;2022-03-02;2021-04-01;17004;Ammerstol;90802451307136
2;2022-03-02;2021-04-01;9013;Asperen;13889339040176
2;2022-03-02;2021-04-01;9031;Beesd;78830651238529
2;2022-03-02;2021-04-01;9017;Bergharen;27320499458113
2;2022-03-02;2021-04-01;2029;Birdaard;12729633226778
2;2022-03-02;2021-04-01;2023;Bolsward;27179985237547
2;2022-03-02;2021-04-01;10031;Breukelen;29223570053031
2;2022-03-02;2021-04-01;10025;Bunnik;11615185431196
2;2022-03-02;2021-04-01;2013;Burgum;21249964590235
2;2022-03-02;2021-04-01;9019;Culemborg;31294590496867
2;2022-03-02;2021-04-01;2021;Damwoude;13906265172991
2;2022-03-02;2021-04-01;2028;Dokkum;18482748788992
2;2022-03-02;2021-04-01;2012;Drachten;13534862837666
2;2022-03-02;2021-04-01;10008;Driebergen;16512366379066
2;2022-03-02;2021-04-01;33001;Foxhol;28657446131192
2;2022-03-02;2021-04-01;2038;Franeker;23721101466116
2;2022-03-02;2021-04-01;3031;Gieten;10955715752071
2;2022-03-02;2021-04-01;2015;Gorredijk;12529839643161
2;2022-03-02;2021-04-01;2036;Grouw;18272370151313
2;2022-03-02;2021-04-01;27009;Haaren;18256578279217
2;2022-03-02;2021-04-01;13012;Haarlem Schalkwijk;35922614274233
2;2022-03-02;2021-04-01;17026;Hardinxveld-Giessendam;74459735965378
2;2022-03-02;2021-04-01;2032;Harlingen;18653634508115
2;2022-03-02;2021-04-01;30015;Hoensbroek;43302544519348
2;2022-03-02;2021-04-01;25017;Nieuwveer;30707869589364
2;2022-03-02;2021-04-01;25013;Riel;13449590257036
2;2022-03-02;2021-04-01;25001;Rijen;44243504013633
2;2022-03-02;2021-04-01;17057;Rozenburg;54488354716819
2;2022-03-02;2021-04-01;25003;Waalwijk;54463885562360
2;2022-03-02;2021-04-01;25014;Waspik;10617020177391
2;2022-03-02;2021-03-31;5011;Denekamp;19806855827895
2;2022-03-02;2021-03-31;5003;Glanerbrug;1961857386245
2;2022-03-02;2021-03-31;5016;Goor;37070257350767
2;2022-03-02;2021-04-01;32002;Tilburg;37883780650841
2;2022-03-02;2021-04-01;9038;Gendt;8107907146974
2;2022-03-02;2021-04-01;1046;Bellingwolde;5814312142018
2;2022-03-02;2021-04-01;1026;Hoogezand;35933719793352
2;2022-03-02;2021-04-01;9020;Overasselt;6427895151190
2;2022-03-02;2021-04-01;27006;Soerendonk;7261077731268
2;2022-03-02;2021-04-01;30022;Susteren;26987154481441
2;2022-03-02;2021-04-01;3023;Tweede Exloermond;9328345883215
2;2022-03-02;2021-04-01;1045;Veendam;26170559803509
2;2022-03-02;2021-04-01;13048;Waddinxveen-Randenburg;37734425042545
2;2022-03-02;2021-04-01;2016;Wolvega;34926741214218
2;2022-03-02;2021-04-01;17068;Berkenwoude;28029777479296
2;2022-03-02;2021-04-01;25020;Kaatsheuvel;21496163547472
2;2022-03-02;2021-04-01;30014;Kerkrade;5395355012804
2;2022-03-02;2021-04-01;2019;Kootstertille;9530319773142
2;2022-03-02;2021-04-01;16009;Kortenoord;18157221510137
2;2022-03-02;2021-04-01;2011;Leeuwarden;10621165815922
2;2022-03-02;2021-04-01;13030;Leimuiden;9864537743191
2;2022-03-02;2021-04-01;13034;Lisse;17555929115166
2;2022-03-02;2021-04-01;10038;Lopik;27866415434142
2;2022-03-02;2021-04-01;17055;Middelharnis;8326383347851
2;2022-03-02;2021-04-01;13038;Nieuwveen;22779379740282
2;2022-03-02;2021-04-01;17075;Ooltgensplaat;37746896330858
2;2022-03-02;2021-04-01;2002;Oosterwolde;7549291060657
2;2022-03-02;2021-04-01;8024;Renkum;13030615347663
2;2022-03-02;2021-04-01;2041;Schiermonnikoog;785855203543
2;2022-03-02;2021-04-01;2017;Sint Annaparochie;11475793841747
2;2022-03-02;2021-04-01;17052;Sliedrecht;31567347350922
2;2022-03-02;2021-04-01;2024;Sloten;3203258919588
2;2022-03-02;2021-04-01;2018;Sneek;15089693121177
2;2022-03-02;2021-04-01;10010;Soest;12080861423080
2;2022-03-02;2021-04-01;2026;Terschelling;6627266949853
2;2022-03-02;2021-04-01;8025;Terwolde;7318666181930
2;2022-03-02;2021-04-01;10021;Veenendaal;15175919628002
2;2022-03-02;2021-04-01;2040;Vlieland;4080395944462
2;2022-03-02;2021-04-01;2037;Warns;7163998182423
2;2022-03-02;2021-04-01;10020;Woudenberg;7720040504013
2;2022-03-02;2021-04-01;6006;Zeewolde;1671374983997
2;2022-03-02;2021-03-30;14002;Woerden;234921086589724
2;2022-03-02;2021-03-30;25029;Willemstad;44457593824142
2;2022-03-02;2021-03-30;25008;Ossendrecht;6057228776830
2;2022-03-02;2021-03-30;25012;Putte;29838425963340
2;2022-03-02;2021-03-30;27008;S Hertogenbosch;25622351361529
2;2022-03-02;2021-03-30;3014;Meppel;17544668653741
2;2022-03-02;2021-03-30;4020;Steenwijk;13534064966618
2;2022-03-02;2021-04-05;7018;Dinxperlo;57149350409863
2;2022-03-02;2021-04-05;7022;Etten;25946819091074
2;2022-03-02;2021-04-05;7023;Haarlo;6168408741230
2;2022-03-02;2021-04-05;4022;Holten;13208233356986
2;2022-03-02;2021-04-05;15005;Houtrust;30556979359016
2;2022-03-02;2021-04-03;10037;Loenen;1975224353308
2;2022-03-02;2021-04-05;7020;Nieuwgraaf;8217634072406
2;2022-03-02;2021-04-05;7021;Olburgen;35592639184655
2;2022-03-02;2021-04-05;7014;Ruurlo;9675655423705
2;2022-03-02;2021-04-05;7017;Varsseveld;5333621058698
2;2022-03-02;2021-04-05;25021;Bath;38647693652377
2;2022-03-02;2021-04-02;3001;Beilen;22580257586147
2;2022-03-02;2021-04-05;10025;Bunnik;54444234327946
2;2022-03-02;2021-04-05;17074;Den Bommel;8033695745879
2;2022-03-02;2021-04-05;33001;Foxhol;37472179453709
2;2022-03-02;2021-04-05;13039;Gouda;62235162322198
2;2022-03-02;2021-04-04;13012;Haarlem Schalkwijk;52175656130228
2;2022-03-02;2021-04-02;17067;Haastrecht;13608779049795
2;2022-03-02;2021-04-02;17041;Hellevoetsluis;49546229340191
2;2022-03-02;2021-04-05;1026;Hoogezand;8055072038298
2;2022-03-02;2021-04-05;16009;Kortenoord;55821148008868
2;2022-03-02;2021-04-03;13046;Leiden Noord;48500887223766
2;2022-03-02;2021-04-05;13033;Leiden Zuid-West;54360562018222
2;2022-03-02;2021-04-05;14003;Leidsche Rijn;32618443436899
2;2022-03-02;2021-04-05;13034;Lisse;92892991015303
2;2022-03-02;2021-04-05;17055;Middelharnis;30359934195324
2;2022-03-02;2021-04-05;15004;Nieuwe Waterweg;77983613301238
2;2022-03-02;2021-04-05;13023;Noordwijk;69996547311356
2;2022-03-02;2021-04-05;17075;Ooltgensplaat;57469850962380
2;2022-03-02;2021-04-02;25008;Ossendrecht;7665576983990
2;2022-03-02;2021-04-05;1027;Oude Pekela;63908427714781
2;2022-03-02;2021-04-05;17056;Oude Tonge;19333577810546
2;2022-03-02;2021-04-05;4021;Raalte;15336859012845
2;2022-03-02;2021-04-05;17011;Ridderkerk;97408568459381
2;2022-03-02;2021-04-05;25013;Riel;26932416719955
2;2022-03-02;2021-04-05;1038;Scheve Klap;36118970051438
2;2022-03-02;2021-04-02;3028;Sleen;35036779424907
2;2022-03-02;2021-04-02;4020;Steenwijk;45283463099493
2;2022-03-02;2021-04-02;32002;Tilburg;33519997454421
2;2022-03-02;2021-04-05;3023;Tweede Exloermond;21201401462823
2;2022-03-02;2021-04-02;13003;Velsen;54823866428755
2;2022-03-02;2021-04-05;30005;Weert;51436229557924
2;2022-03-02;2021-04-02;11010;Weesp;57829908635248
2;2022-03-02;2021-04-04;11010;Weesp;39346724763938
2;2022-03-02;2021-04-03;31005;Westpoort;55845668891137
2;2022-03-02;2021-04-05;12018;Wieringen;20149362879101
2;2022-03-02;2021-04-05;12025;Wieringermeer;15179620847045
2;2022-03-02;2021-04-05;25029;Willemstad;55051030868872
2;2022-03-02;2021-04-03;28003;Aarle-Rixtel;15057096217944
2;2022-03-02;2021-04-05;2025;Akkrum;16020884068177
2;2022-03-02;2021-04-05;13049;Alphen Kerk En Zanen;17311935717205
2;2022-03-02;2021-04-05;25026;Baarle-Nassau;27911970039061
2;2022-03-02;2021-04-02;25021;Bath;19843638466606
2;2022-03-02;2021-04-05;27011;Biest-Houtakker;16983019781667
2;2022-03-02;2021-04-05;2029;Birdaard;22170563107847
2;2022-03-02;2021-04-02;27004;Boxtel;35900348133355
2;2022-03-02;2021-04-05;22013;Breskens;12250022740860
2;2022-03-02;2021-04-05;20010;Camperlandpolder;29672667061324
2;2022-03-02;2021-04-05;25019;Chaam;11308919983302
2;2022-03-02;2021-04-05;18009;De Verseput;21943198620704
2;2022-03-02;2021-04-05;17044;Dordrecht;40305880801870
2;2022-03-02;2021-04-05;17048;Goedereede;60448470250199
2;2022-03-02;2021-04-05;9037;Gorinchem;12936158193151
2;2022-03-02;2021-04-05;27009;Haaren;13098738030418
2;2022-03-02;2021-04-04;17067;Haastrecht;12761728815284
2;2022-03-02;2021-04-05;2032;Harlingen;36510736036519
2;2022-03-02;2021-04-05;2031;Heerenveen;15244574742425
2;2022-03-02;2021-04-05;2022;Joure;37263242722271
2;2022-03-02;2021-04-05;25027;Lage Zwaluwe;2947422876501
2;2022-03-02;2021-04-05;17063;Leerdam;19701931322903
2;2022-03-02;2021-04-05;2011;Leeuwarden;18462104359538
2;2022-03-02;2021-04-05;10038;Lopik;28079290532650
2;2022-03-02;2021-04-05;18007;Mastgat;20310364284723
2;2022-03-02;2021-04-05;10028;Nieuwegein;36224119035377
2;2022-03-02;2021-04-05;22012;Oostburg;10685736600203
2;2022-03-02;2021-04-05;2002;Oosterwolde;23098399409024
2;2022-03-02;2021-04-05;22008;Retranchement;28970540083341
2;2022-03-02;2021-04-04;26005;Sleeuwijk;12046441197452
2;2022-03-02;2021-04-05;2018;Sneek;25441046290603
2;2022-03-02;2021-04-05;27006;Soerendonk;13978833119315
